Judul Berita,Isi Berita,Tanggal Berita,Kategori Berita
"Demo Besar Tewaskan 73 Orang, Nepal Umumkan Hari Berkabung Nasional","KATHMANDU, KOMPAS.com - Nepal mengibarkan bendera setengah tiang pada Rabu (17/9/2025) sebagai bentuk dukacita atas tewasnya 73 orang dalam gelombang protes antikorupsi pekan lalu.Demonstrasi skala besar yang dipimpin kaum muda, terutama Gen Z, tersebut berujung pada tumbangnya pemerintahan sebelumnya.Kementerian Dalam Negeri Nepal mengumumkan, pemerintahan sementara menetapkan hari berkabung nasional untuk menghormati korban tewas selama aksi protes.Baca juga: Demo Nepal Berakhir: Banyak yang Hancur Sia-sia, Kerugian Ditaksir Rp 2,9 TriliunAksi demonstrasi di Nepal pecah pada Senin (8/9/2025) pekan lalu yang dipicu larangan penggunaan media sosial, sebagaimana dilansir AFP.Demonstrasi lalu meluas karena kemarahan rakyat terhadap korupsi dan persoalan ekonomi yang sudah lama menekan rakyat.Sedikitnya 19 orang tewas dalam penindakan aparat di hari pertama. Jumlah korban yang terus bertambah memicu ledakan kemarahan publik hingga kantor pemerintah, Hotel Hilton, dan sejumlah gedung lain dibakar massa.""Hari ini kita menyaksikan perubahan yang tidak mungkin terjadi tanpa keberanian dan pengorbanan mereka yang telah menyerahkan nyawanya dalam protes,"" tulis organisasi Hami Nepal, salah satu motor aksi, melalui media sosial.Baca juga: Parlemen Digital Nepal Mengguncang Tata Kelola TradisionalPerdana Menteri Nepal sementara, Sushila Karki, mendapat mandat untuk memulihkan stabilitas dan menanggapi tuntutan rakyat akan masa depan bebas korupsi menjelang pemilu enam bulan mendatang.Karki menetapkan para korban sebagai martir dan berjanji memberikan penghormatan negara dalam prosesi kremasi.Seorang pedagang berusia 22 tahun, Pooja Shrestha, mengatakan hari berkabung akan mempersatukan warga.""Semua orang bersedih atas apa yang terjadi, banyak korban jiwa, semuanya anak muda seperti kami,"" ujarnya. Baca juga: Sushila Karki Tegaskan Hanya Enam Bulan Pimpin Pemerintahan Nepal""Sekarang keadaan membaik, dan kami berharap pemerintah baru membawa perubahan yang kami butuhkan,"" lanjutnya.Menurut data Bank Dunia, satu dari lima penduduk Nepal berusia 15-24 tahun tidak memiliki pekerjaan, sementara PDB per kapita negara itu hanya 1.447 dollar AS atau sekitar Rp 23 juta per tahun.Juru bicara kepolisian Nepal Binod Kharel menyampaikan, jumlah korban tewas akibat protes sudah mencapai 73 orang, termasuk petugas polisi dan narapidana yang melarikan diri saat kerusuhan.Dari sekitar 13.500 napi yang kabur dari 24 penjara, lebih dari sepertiga telah ditangkap kembali atau menyerahkan diri.""Sejauh ini sekitar 5.000 tahanan yang melarikan diri telah kembali ke penjara, banyak di antaranya secara sukarela,"" kata Kharel.Baca juga: Nepal dan Bahaya Jalan Pintas",17/09/2025,GLOBAL
"9 Siswa Sekolah Rakyat di Tangsel Mengundurkan Diri, Sebagian Kabur","TANGERANG SELATAN, KOMPAS.com - Sebanyak sembilan siswa tercatat mengundurkan diri dari program Sekolah Rakyat Menengah Atas (SRMA) 33 Tangerang Selatan (Tangsel).Dari jumlah tersebut, sebagian di antaranya bahkan memilih pulang tanpa sepengetahuan pihak sekolah alias kabur.Direktur Rehabilitasi Sosial Lanjut Usia Kementerian Sosial, Suratna, mengatakan, dari total 150 siswa yang terdaftar di SRMA 33 Tangsel, saat ini hanya tersisa 141 orang.Baca juga: Prabowo Bandingkan Fasilitas Sekolah Rakyat: 2-3 Siswa 1 Kamar Mandi, Saya Dulu di Akmil 60 Orang“Ada sembilan yang mengundurkan diri. Dari hasil pembicaraan dengan kepala sekolah,"" ujar Suratna dalam kunjungan kerja spesifik Komisi VIII DPR RI di Aula SRMA di Asrama BLKI, Serpong Utara, Tangerang Selatan, Rabu (17/9/2025).Menurut Suratna, sebagian besar siswa yang keluar belum siap dengan sistem kedisiplinan yang diterapkan di SRMA 33 Tangsel.""Alasan utamanya karena anak-anak belum siap disiplin, seperti bangun subuh, mandi, sekolah, dan kegiatan lainnya. Mereka lebih senang bebas jajan di luar,” kata dia.Selain itu, beberapa siswa juga berasal dari keluarga dengan latar belakang yang cukup kompleks. Salah satunya bahkan memilih keluar karena ingin tinggal bersama ayahnya yang baru bercerai dengan sang ibu.Sementara itu, Kepala SRMA 33 Tangsel Gina Intana Dewi mengatakan, sebelum mengundurkan diri, para siswa tersebut memang sudah menunjukkan tanda-tanda tidak betah. Pihak sekolah pun sempat melakukan pendekatan kepada mereka.“Namun pada akhirnya mereka tetap memilih keluar. Ada yang dijemput orangtuanya, ada juga yang kabur sendiri,” ujarnya.Baca juga: Menko Polkam Sebut Sekolah Rakyat Investasi Jangka PanjangKesembilan siswa tersebut berasal dari berbagai daerah, antara lain Kabupaten Tangerang, Kota Tangerang Selatan, Pandeglang, Cilegon, dan Serang.",17/09/2025,NEWS
Sampah Berlumpur di Situ Cilodong Mengendap Belasan Tahun,"DEPOK, KOMPAS.com - Sejumlah warga mengeluhkan tumpukan sampah di perairan Situ Cilodong, Kalibaru, Kota Depok, yang tidak pernah dibersihkan. Salah satunya dari seorang warga bernama Sarwani (54) yang mulai menghuni rumah di dekat situ sekitar tahun 2009.Di saat kepindahannya itu, Sarwani sudah melihat setumpuk sampah yang membentang di tepi perairan situ.Baca juga: Tumpukan Sampah Mengendap di Situ Cilodong, Keluarkan Bau Tak Sedap “Wah kalau sampah sudah bertahun-tahun di situ. Saya saja selama tinggal di sini dari 2009, itu sudah ada,” ujar Sarwani kepada Kompas.com, Rabu (17/9/2025).Tumpukan sampah itu terus menumpuk tanpa dibersihkan. Bahkan, sebagian sampah yang menumpuk itu melebur dengan endapan lumpur.Hal ini diperhatikannya selama ia kerap bolak-balik ke Situ Cilodong untuk memancing dan bersantai.“Itu kan tanah yang di bawah sampah juga kan dari endapan mereka sendiri (sampah terurai), pernah sampai dangkal banget kok kayak genangan,” kata Sarwani.Apalagi, endapan sampah di sana jarang dikeruk.Setiap kali Situ Cilodong dikeruk, titik yang dibersihkan berada di area barat atau berseberangan dengan tumpukan sepanjang 10-15 meter ini.Baca juga: Titik Lokasi Demo Ojol di Jakarta Hari Ini 17 September 2025Senada, warga lain bernama Ari menilai tumpukan sampah merusak kawasan Situ Cilodong.“Kalau melihat dari dekat pasti kayak geli sih. Enggak mungkin sampah harian. Ini minimal sudah berbulan-bulan,” ucap Ari.Sebagai warga yang datang untuk memancing, Ari cenderung menghindar area dekat sampah dan memilih tempat yang bersih.Sebelumnya, tumpukan sampah terlihat di tepi perairan Situ Cilodong, Kalibaru, Kota Depok.Pengamatan Kompas.com di lokasi, tumpukan sampah terlihat di sisi timur, dekat jalan setapak selebar tiga meter di pinggiran situ.Diperkirakan, tumpukan sampah ini membentang sepanjang 10-15 meter. Sementara untuk lebar tumpukan sampah berkisar 2-3 meter.Sampah-sampah yang terlihat cukup bervariatif, dari kemasan plastik, sisa makanan, potongan balok kayu, gelas dan mangkok plastik, hingga batok kelapa dan ban motor.Baca juga: Pengemudi Ojol di Jaksel Anggap Tuntutan dalam Demo 17 September Terlalu BeratBau tidak sedap dari sampah menyeruak, bercampur dengan bau air situ yang amis hingga menyengat hidung.Tepat di bagian bawah sampah, terlihat endapan lumpur warna cokelat pekat yang membuat kedalaman air situ menjadi dangkal hingga menyerupai genangan.Tumpukan sampah juga terlihat di luar perairan atau area depan situ, dekat Jalan Raya Abdul Gani.",17/09/2025,NEWS
"Djamiri Chaniago Resmi Jadi Menko Polkam Baru, Pernah Pimpin Kostrad dan Terlibat Operasi Seroja","KOMPAS.com - Presiden akhirnya melantik Djamiri Chaniago sebagai Menteri Koordinator Bidang Politik dan Keamanan (Menko Polkam), menggantikan Sjafrie Sjamsoeddin yang sebelumnya menjabat ad interim.Prosesi pelantikan digelar di Istana Negara, Jakarta, Rabu (17/9/2025).Nama Djamiri memang tak asing di dunia militer Indonesia. Lulusan Akabri 1971 ini tercatat pernah menduduki sejumlah jabatan strategis di TNI AD, termasuk Pangdam III/Siliwangi (1997–1998), Pangkostrad (1998–1999), hingga Kepala Staf Umum TNI (2000–2004).Baca juga: Dulu Bersama SBY Ikut Pecat Prabowo, Kini Djamari Chaniago Dilantik Jadi Menko PolkamPria kelahiran Padang, 8 April 1949 itu juga dikenal sebagai prajurit infantri baret hijau Kostrad.Dia terlibat langsung dalam Operasi Seroja 1975 di Timor Leste, operasi militer yang juga diikuti oleh juniornya di Akabri, Presiden Prabowo Subianto, saat itu bertugas di Kopassus.Baca juga: Yusril Ihza Mahendra Singgung Nama Djamari Chaniago, Disebut Punya Integritas Tinggi untuk Menko PolkamTak hanya karier militer, Djamiri juga sempat mencicipi panggung politik. Ia tercatat sebagai anggota MPR RI Fraksi Utusan Daerah Jawa Barat (1997–1998) dan Fraksi ABRI (1998–1999).Pengalaman ini membuatnya punya modal kuat untuk beradaptasi di posisi Menko Polkam yang sangat politis.Baca juga: Sosok Djamari Chaniago, Purnawirawan TNI yang Masuk Bursa Menko PolkamTribunnews djamari chaniago. Profil Menko Polkam Djamari ChaniagoPengamat pertahanan Khairul Fahmi menilai, posisi Menko Polkam butuh figur yang bukan hanya tangguh di belakang layar, tapi juga mampu tampil ke depan sebagai wajah pemerintah.“Indonesia membutuhkan Menko Polkam yang kuat secara politik agar suasana kabinet, parlemen, dan masyarakat tetap kondusif. Selain itu, sosok ini juga harus bisa diterima publik agar masyarakat merasa tenang dan aman,” ujar Fahmi.Baca juga: Siapa Djamari Chaniago? Eks Jenderal DKP yang Diisukan Jadi Menko Polkam Gantikan Budi GunawanSebagai Menko Polkam, Djamiri akan menjadi penghubung antarinstansi strategis seperti Kementerian Pertahanan, Kementerian Dalam Negeri, Kementerian Luar Negeri, Kominfo, Polri, TNI, hingga Kejaksaan Agung.Perannya sangat vital dalam menjaga stabilitas politik dan keamanan nasional.Dengan rekam jejak panjang di dunia militer dan pengalaman politik, publik kini menanti bagaimana Djamiri Chaniago menjalankan peran barunya di tengah tantangan keamanan dan politik Indonesia yang kian kompleks.Baca juga: Profil Djamari Chaniago, Purnawirawan Jenderal TNI, Disebut-sebut Calon Menko Polkam Kabinet Prabowo",17/09/2025,PROV
"Kemeja Batik Purbaya Jadi Sorotan, Pakar Ungkap Tips agar Warna Kain Awet","KOMPAS.com - Kegemaran Menteri Keuangan (Menkeu) Purbaya Yudhi Sadewa mengenakan kemeja batik, belakangan mencuri perhatian warganet.Seorang warganet di media sosial Threads mengunggah beberapa foto Purbaya dengan kemeja batik yang sama saat menghadiri berbagai acara publik.Sambil mengunggah potret Purbaya, pemilik akun @tis****dsf di media sosial Threads itu menemukan pakaian itu dikenakan dalam acara berikut:Baca juga: Makna Batik Menkeu Purbaya yang Kerap Dipakai Ulang Menurut Guru Besar UNSPengguna tersebut menduga, kemeja batik berwarna biru-hitam dengan motif gabungan Ganggong dan Teruntum itu merupakan favorit menteri baru tersebut. Melihat pakaian Purbaya yang dipakai berulang kali, bagaimana cara menjaga agar warna batik tetap awet?  Dosen purna tugas Fakultas Seni Rupa dan Desain Universitas Sebelas Maret (FSRD UNS), Tiwi Bina Affanti, membagikan beberapa cara untuk menjaga keaslian dan keawetan warna kain batik.Terutama untuk batik dengan pewarnaan alami, maka dapat mengikuti langkah-langkah sebagai berikut:Tiwi menyarankan untuk mencuci kain batik dengan sabun alami atau lerak. Untuk menjaga warna batik, ia tidak menyarankan deterjen biasa.""Mencuci kain/baju batik dengan sabun lerak (alami), jangan dengan dertejen biasa,"" kata Tiwi ketika dihubungi Kompas.com, Rabu (17/9/2025). Jika tidak tahu di mana membeli sabun lerak, Anda dapat memanfaatkan e-commerce untuk mencarinya. Kemudian, Tiwi mengimbau agar kain batik tidak dicuci dengan menggunakan mesin cuci.Agar warnanya tetap bertahan dan awet, kain batik sebaiknya dikucek dengan tangan. ""Mencuci kain batiknya jangan dengan mesin cuci, cuci secara manual,"" tutur sosok yang masih mengajar di kelas-kelas workshop batik internasional itu. Ketika menjemur baju batik, sebaiknya tidak dilakukan di bawah paparan sinar Matahari langsung.Agar warna batiknya tidak luntur, maka kain dapat dijemur di tempat teduh atau diangin-anginkan saja. ",17/09/2025,TREN
"Kunjungi SMAN di Pekanbaru, Gubri Abdul Wahid Pastikan Program MBG Berjalan Optimal","KOMPAS.com - Gubernur Riau (Gubri) Abdul Wahid menegaskan komitmen Pemerintah Provinsi (Pemprov) Riau untuk memastikan program penyediaan makanan bergizi gratis (MBG) berjalan optimal di seluruh sekolah.Hal itu disampaikan Abdul Wahid saat melakukan kunjungan kerja ke Sekolah Menengah Atas Negeri (SMAN) 5 dan SMAN 15 Pekanbaru, Rabu (17/9/2025).Dalam kesempatan tersebut, ia menekankan bahwa pemenuhan gizi seimbang di sekolah memiliki peran penting dalam mendukung tumbuh kembang anak.Menurut Abdul Wahid, makanan bergizi tidak hanya berpengaruh pada kesehatan fisik, tetapi juga berdampak langsung pada konsentrasi dan prestasi belajar siswa.“Anak-anak kita harus mendapat asupan gizi yang cukup agar sehat, cerdas, dan mampu bersaing di masa depan. Program ini bagian dari komitmen pemerintah untuk melahirkan generasi unggul Riau,” ujarnya dalam rilis pers yang diterima Kompas.com, Rabu (17/9/2025).Abdul Wahid menambahkan, program MBG juga meringankan beban orangtua.Baca juga: 10.000 Lebih Anak Kota Gaza Derita Gizi Buruk Akut di Tengah PerangPendidikan gratis, kata dia, harus berjalan beriringan dengan dukungan gizi yang memadai agar siswa bisa fokus belajar.“Dengan pendidikan gratis yang ditopang asupan gizi seimbang, anak-anak dapat belajar tenang tanpa khawatir soal kebutuhan makan sehari-hari,” tambah Abdul Wahid.Lebih lanjut, ia menekankan pentingnya pemerataan program MBG di seluruh sekolah, baik di perkotaan maupun pelosok daerah.Pemprov Riau, lanjut Abdul Wahid, akan memastikan distribusi, kualitas, dan kesinambungan program MBG terjaga agar manfaatnya terasa dalam jangka panjang.Baca juga: Puluhan Siswa di Sumbawa Dilarikan ke Puskesmas, Diduga Keracunan MBG“Selain itu, saya juga mengimbau sekolah untuk memanfaatkan lahan kosong atau taman sekolah melalui gerakan pangan. Misalnya menanam cabai, sayuran, atau tanaman produktif lainnya. Ini bukan hanya mendukung kemandirian pangan sekolah, tetapi juga mengajarkan siswa untuk peduli lingkungan,” tutur Abdul Wahid.",17/09/2025,REGIONAL
"Anggaran Kemenhut 2026 DItetapkan Sebesar Rp 6,04 Triliun","JAKARTA, KOMPAS.com - Komisi IV Dewan Perwakilan Rakyat Republik Indonesia (DPR RI) menyetujui anggaran Kementerian Kehutanan (Kemenhut) Tahun Anggaran (TA) 2026 sebesar Rp 6,04 triliun.Ketua Komisi VI DPR RI Siti Hediati Soeharto di Jakarta, Selasa (16/9/2025) menuturkan anggaran tersebut rencananya digunakan untuk program dukungan manajemen sebesar Rp 4,2 triliun; program pengelolaan hutan berkelanjutan Rp 1,72 triliun; serta program pelatihan dan pendidikan vokasi Rp 112,35 miliar.“Komisi IV DPR RI menyetujui pagu anggaran Kementerian Kehutanan Tahun Anggaran 2026 sesuai hasil pembahasan Rancangan Undang-Undang APBN tahun anggaran 2026 oleh Badan Anggaran DPR RI sebesar Rp6.039.285.258.000,” kata dia sebagaimana dikutip dari Antara Rabu (17/9/2025).Baca juga: Kemenhut Buka Loker Tenaga Operator Input Data PPKH, Ini SyaratnyaPihaknya pun akan menyampaikan hasil pembahasan Rencana Kerja dan Anggaran (RKA) Kemenhut TA 2026 kepada Badan Anggaran (Banggar) DPR RI sebagai bahan penetapan.Menteri Kehutanan Raja Juli Antoni menyatakan anggaran tersebut meningkat sebesar 22,41 persen, atau naik Rp1,1 triliun, dibandingkan pagu indikatif TA 2026.Tidak hanya anggaran, ia mengatakan target pendapatan Penerimaan Negara Bukan Pajak (PNBP) Kemenhut juga meningkat Rp50 miliar menjadi Rp7,31 triliun.Ia menyampaikan pihaknya berkomitmen untuk memenuhi target tersebut melalui lima program prioritas pengurusan kawasan hutan (forest governance) berdasarkan prinsip transparansi, keadilan dan keberlanjutan.Program-program tersebut meliputi perlindungan hutan sebagai paru-paru dunia dan pengaturan tata air; pengurusan hutan yang berkeadilan; pemanfaatan hutan untuk ketahanan pangan dan energi; konsolidasi data spasial melalui One-Map Policy; serta digitalisasi layanan kehutanan.Selain berbagai program tersebut, Kemenhut juga mengalokasikan Rp511,9 miliar sebagai anggaran belanja berbasis masyarakat untuk meningkatkan peran masyarakat dalam pembangunan kehutanan.Baca juga: Proyek Strategis vs Masyarakat Adat, Kemenhut Akui Rumit Salah satunya dengan memfasilitasi UMKM untuk kegiatan Sistem Verifikasi Legalitas Kayu (SVLK), melibatkan masyarakat dalam pencegahan kerusakan dan kebakaran hutan, membina Kelompok Tani Hutan, hingga merehabilitasi hutan untuk ketahanan pangan, energi, dan air.“Belanja ini menjadi salah satu investasi Kementerian Kehutanan bagi peningkatan modal sosial masyarakat di tingkat tapak,” ujar Raja Juli Antoni.",17/09/2025,LESTARI
"Dilantik Jadi Menpora, Harta Erick Thohir Tembus Rp 2,3 Triliun","JAKARTA, KOMPAS.com - Erick Thohir resmi dilantik Presiden Prabowo Subianto sebagai Menteri Pemuda dan Olahraga (Menpora) dalam Kabinet Merah Putih, Rabu (17/9/2025).Penunjukan ini menambah panjang kiprah Erick di pemerintahan setelah sebelumnya menjabat Menteri Badan Usaha Milik Negara (BUMN).Tak hanya dikenal sebagai pengusaha sekaligus pengurus olahraga, Erick juga tercatat sebagai salah satu menteri dengan harta kekayaan fantastis.Berdasarkan Laporan Harta Kekayaan Penyelenggara Negara (LHKPN) yang dilaporkan ke Komisi Pemberantasan Korupsi (KPK), total harta kekayaan Erick mencapai Rp 2,31 triliun per 31 Desember 2023.Baca juga: Prabowo Lantik Dua Wakil Kepala BGN, Nanik Deyang dan Sony Sanjaya Rinciannya, ia memiliki 34 bidang tanah dan bangunan senilai Rp 419,67 miliar, empat kendaraan senilai Rp 4,96 miliar, serta harta bergerak lainnya Rp 28,57 miliar.Erick juga tercatat memiliki surat berharga senilai Rp 1,72 triliun, kas dan setara kas Rp 192,35 miliar, serta harta lainnya Rp 149,06 miliar.Adapun total utangnya mencapai Rp 203,76 miliar.Lahir di Jakarta pada 30 Mei 1970, Erick merupakan putra ketiga Mochamad Teddy Thohir, seorang pengusaha kawakan.Ia memiliki dua saudara kandung, yakni Garibaldi Thohir atau Boy Thohir dan Rika Thohir, yang juga berkarier di dunia bisnis.Erick mendirikan Mahaka Group, induk perusahaan multimedia yang menaungi bisnis media, periklanan, dan olahraga.Karier bisnisnya mencakup jabatan sebagai Komisaris Utama Mahaka Media (2010-2019), Direktur Utama PT Intermedia Capital Tbk (induk ANTV) pada 2014-2019, hingga Presiden Klub Inter Milan (2013-2016).Baca juga: Pemerintah Siapkan Skema Pengurangan Beban KAI di Proyek WhooshSelain dikenal sebagai pemilik Inter Milan pada periode 2013-2019, Erick juga pernah memiliki saham di klub DC United (Amerika Serikat) dan Philadelphia 76ers (NBA).Ia menjabat sebagai Presiden Asosiasi Bola Basket Asia Tenggara (SEABA) selama tiga periode (2006-2019) dan Ketua Umum Persatuan Bola Basket Seluruh Indonesia (Perbasi) (2006-2010).Di olahraga nasional, Erick pernah memimpin Panitia Penyelenggara Asian Games 2018 (Inasgoc) dan menjabat Ketua Komite Olimpiade Indonesia (2015–2019).Saat ini, ia masih menjabat Ketua Umum Persatuan Sepak Bola Seluruh Indonesia (PSSI) sejak Februari 2023.Dalam pendidikan, Erick meraih Associate of Arts di bidang Komunikasi dari Glendale College, Amerika Serikat.Kemudian, ia melanjutkan studi dengan gelar Bachelor of Arts di bidang Periklanan dari American College serta Master of Business Administration di bidang Periklanan dari National University of California.Baca juga: Erick Thohir Jadi Menpora, Begini Kiprah Panjangnya di Dunia Bisnis dan Olahraga",17/09/2025,MONEY
DPR Timor Leste Batal Beli Mobil Mewah Usai Didemo Mahasiswa,"DILI, KOMPAS.com – Timor Leste membatalkan rencana pembelian mobil mewah bagi anggota parlemen pada Selasa (16/9/2025), menyusul gelombang protes besar-besaran di ibu kota Dili. Namun, keputusan mendadak itu belum mampu meredakan kemarahan publik, di mana ribuan demonstran kembali turun ke jalan pada Rabu (17/9/2025).Demonstrasi ini berawal dari anggaran senilai 4,2 juta dollar AS (sekitar Rp 68 miliar) yang disetujui tahun lalu untuk membeli mobil Toyota Prado bagi 65 anggota parlemen. Baca juga: Demo Timor Leste Hari Kedua Masih Ricuh, Polisi Tembakkan Gas Air MataTender pengadaan mobil itu rencananya selesai pada September ini.VALENTINO DARIELL DE SOUSA Mahasiswa dari sejumlah universitas di Universitas Nasional Timor Leste (UNTL) Dili pada 15 September 2025 berlarian dari gas air mata yang ditembakkan polisi selama protes mereka terhadap rencana pembelian 65 mobil bagi anggota parlemen.Protes yang dipimpin mahasiswa berhasil mengumpulkan ribuan massa sejak awal pekan. Aksi diwarnai bentrokan dengan aparat, di mana pengunjuk rasa melempari polisi dengan batu, sementara polisi membalas dengan gas air mata.Sementara itu, Presiden Jose Ramos-Horta menegaskan tidak ada toleransi terhadap aksi kekerasan selama demonstrasi berlangsung. “Tidak akan ada toleransi untuk kekerasan,” ujarnya kepada wartawan.Meski parlemen mengumumkan pembatalan rencana pembelian, sekitar 2.000 demonstran tetap berkumpul di sekitar gedung parlemen Dili keesokan harinya.“Rumor yang beredar, mobil-mobil itu sudah dalam perjalanan,” kata seorang pengunjuk rasa, Trinito Gaio (42), kepada AFP. “Karena itulah semua mahasiswa dan saya berada di sini hari ini—untuk memastikan pajak saya tidak dipakai ke arah yang salah,” imbuhnya.Baca juga: Demo Tunjangan Mobil DPR di Timor Leste Ricuh, Bentrok hingga Lukai 4 OrangDalam resolusi yang disahkan, parlemen menyatakan akan “membatalkan proses pengadaan kendaraan baru yang tercantum dalam anggaran 2025”. Parlemen juga memerintahkan sekretariat jenderalnya mengambil langkah administratif dan finansial untuk memastikan pemeliharaan serta penggunaan kendaraan lama secara efisien.Kemarahan warga dipicu ketimpangan sosial yang masih tinggi di negara berpenduduk sekitar 1,3 juta jiwa itu. Menurut Bank Dunia, lebih dari 40 persen rakyat Timor Leste masih hidup dalam kemiskinan. Situasi ekonomi juga rapuh, dengan ketergantungan besar pada cadangan minyak dan gas. Persoalan pengangguran serta gizi buruk juga masih menjadi tantangan serius sejak negara itu merdeka dari Indonesia pada 2002 setelah lebih dari dua dekade pendudukan.Protes terbaru di Dili ini mencerminkan meningkatnya ketidakpuasan publik terhadap gaya hidup elite politik. Baca juga: Bali Dapat Bantuan dari Timor Leste Rp 41 M untuk Tangani Banjir ",17/09/2025,GLOBAL
Kata Fahri Hamzah Soal MK Larang Wamen Rangkap Jabatan Komisaris BUMN,"JAKARTA, KOMPAS.com - Wakil Menteri Perumahan dan Kawasan Permukiman (PKP) Fahri Hamzah merespons soal putusan Mahkamah Konstitusi (MK) yang melarang Wakil Menteri rangkap jabatan.Fahri tidak hanya menjabat Wakil Menteri Perumahan dan Kawasan Permukiman, namun sekaligus ditunjuk menjadi komisaris PT Bank Tabungan Negara (Persero) Tbk (BBTN).Dia menyatakan bahwa dirinya sejatinya mengikuti apa yang menjadi keputusan MK.Baca juga: Tiga Wakil Menteri Rangkap Jabatan Komisaris Telkom (TLKM), Siapa Saja?Prokopim Sumbawa Barat  Wamen PKP Fahri Hamzah Kunker di Sumbawa Barat “Saya ikut aja keputusan Mahkamah Konstitusi dan pemerintah,” ujarnya kepada media di Jakarta, Rabu (17/9/2025).  Sementara ketika ditanyakan media apakah dia siap melepaskan jabatannya sesuai dengan hukum dan aturan yang ada, Fahri mengamininya.“Intinya apapun keputusannya saya ikut saya dulu memimpin komisi hukum jadi saya tahu hukum,” katanya singkat.  Adapun Mahkamah Konstitusi (MK) menegaskan larangan rangkap jabatan tersebut melalui putusan yang dibacakan dalam sidang perkara nomor 128/PUU-XXIII/2025 pada Kamis (28/8/2025).Baca juga: 31 Wamen Rangkap Jabatan Komisaris BUMN “Pertimbangan hukum Putusan Mahkamah Konstitusi Nomor 80/PUU-XVII/2019 sesungguhnya telah secara jelas dan tegas menjawab bahwa seluruh larangan rangkap jabatan,” kata hakim konstitusi Enny Nurbaningsih dalam sidang pembacaan putusan di Ruang Sidang Utama MK, Jakarta, Kamis (28/8/2025).  “Yang berlaku bagi menteri sebagaimana yang diatur dalam Pasal 23 UU Nomor 39 Tahun 2008 berlaku pula bagi wakil menteri,” tambahnya.Sebagai informasi, saat ini terdapat 31 orang wakil menteri yang rangkap jabatan sebagai Komisaris BUMN.",17/09/2025,MONEY
"Usai Dilantik, Djamari Chaniago Bakal Langsung ke Kantor Kemenko Polkam","JAKARTA, KOMPAS.com - Menteri Koordinator bidang Politik dan Keamanan (Menko Polkam) Djamari Chaniago mengaku bakal langsung ke Kantor Kemenko Polkam usai dilantik Presiden Prabowo Subianto di Istana Kepresidenan, Jakarta, Rabu (17/9/2025).Ia mengatakan, tidak ada serah terima jabatan Menko Polkam. Sebab posisi itu saat ini dijabat oleh menteri ad interim, yaitu Sjafrie Sjamsoeddin.""Saya nanti kesana, bukan sertijab lah, beliau (Sjafrie) kan ad interim. Tadi sudah bicara,"" kata Djamari kepada awak media di Istana.Baca juga: Menko Polkam Djamari Mengaku Dapat Pesan dari Prabowo: Gunakan Sisa Umur untuk Kepentingan BangsaDiketahui, Djamari merupakan rekan seletting Sjafrie saat masih di Akademi Militer.Ia mengaku, cukup banyak berkomunikasi dengan Sjafrie. Termasuk terkait berbagai persoalan yang harus dihadapi Kemenko Polkam.""Dengan Pak Sjafrie itu komunikasi sebagai kawan banyak,"" ucapnya.Salah satu hal yang dibahas yakni terkait tantangan menciptakan situasi kondusif. Sebab beberapa waktu lalu situasi sosial politik Tanah Air cukup menghangat usai demo di berbagai wilayah pada akhir Agustus 2025.Baca juga: Sosok Menko Polkam Baru Djamari Chaniago di Mata Yusril: Integritasnya TinggiDjamari menegaskan bakal berkoordinasi dengan para pejabat di Kemenko Polkam sebelum mengambil langkah yang diperlukan""Sementara beliau mengatakan seperti itu, nanti saya tinggal menjabarkannya, setelah saya mendapatkan laporan dari kantor Kemenko Polkam,"" kata dia.Djamari sebelumnya dilantik sebagai Menko Polkam. Ia menggantikan Budi Gunawan yang direshuffle pada Senin (8/9/2025), yang posisi sebelumnya dijabat oleh Menteri Pertahanan Sjafrie Sjamsoeddin sebagai Menko Polkam Ad Interim.Baca juga: Dulu Bersama SBY Ikut Pecat Prabowo, Kini Djamari Chaniago Dilantik Jadi Menko PolkamAdapun pelantikan ini berdasarkan Keputusan Presiden (Keppres) Nomor 96P Tahun 2025 tentang Pemberhentian dan Pengangkatan Menteri dan Wakil Menteri Negara Tahun 2024-2029 yang dibacakan oleh Deputi Bidang Administrasi Aparatur Kementerian Sekretariat Negara Nanik Purwanti.",17/09/2025,NEWS
