No,Judul Berita,Isi Berita,Tanggal Berita,Kategori Berita
4848,"Penjualan Motor Honda 3,29 Juta Unit, Kontribusi Listrik Masih Minim","JAKARTA, KOMPAS.com – PT Astra Honda Motor (AHM) mencatat penjualan sepeda motor sebesar 3,29 juta unit sepanjang Januari hingga Agustus 2025.Dari jumlah tersebut, kontribusi motor listrik masih terbilang kecil.Baca juga: IMOS 2025: Suzuki Kenalkan Access 125 dan Program Penjualan“Kontribusi sepeda motor listrik belum besar. Di lapangan pun, kalau lihat di jalan juga belum banyak,” kata General Manager Corporate Communication AHM, Ahmad Muhibbuddin, di Jakarta Pusat, Selasa (23/9/2025).Muhib tidak merinci angka penjualan motor listrik AHM, namun ia memastikan target penjualan total tahun ini diharapkan bisa menyamai capaian 2024 yang mencapai 4,9 juta unit.Untuk motor listrik, AHM memang tidak memasang target khusus.KOMPAS.com/DIO DANANJAYA Modifikasi Honda CUV e:Meski kontribusinya kecil, AHM mulai melihat arah pasar bergerak ke segmen yang lebih besar.Direktur Marketing AHM, Octavianus Dwi, mengungkapkan bahwa Honda CUV e: kini menjadi tulang punggung penjualan motor listrik Honda di Indonesia.Model ini diperkirakan menyumbang 60–70 persen dari total penjualan motor listrik Honda.Baca juga: Ekspor Sepeda Motor Honda Meningkat 48% di 2025Octa menjelaskan, minat konsumen mulai bergeser dari model EM1 e: dan Icon e: ke CUV e: yang memiliki jarak tempuh lebih jauh dengan baterai ganda.Agar pasar tetap terjaga setelah subsidi motor listrik dihentikan, AHM juga memberikan strategi diskon besar.Harga CUV e: sempat turun menjadi sekitar Rp 19 jutaan dari harga normal Rp 54,45 juta pada Juli 2025.Menurut Muhib, penetrasi motor listrik memang belum semasif mobil listrik.Infrastruktur pendukung, seperti SPKLU (Stasiun Pengisian Kendaraan Listrik Umum), masih terbatas, sementara motor bensin dianggap lebih praktis.“Kalau 1 liter bensin di motor paling irit bisa 60 kilometer, sedangkan 1 kWh listrik belum memberi rasa aman, khawatir habis di jalan,” ujarnya.Ia menambahkan, absennya insentif sejak awal tahun turut menekan penjualan motor listrik.Meski demikian, penurunan suku bunga acuan BI membuka peluang tambahan, mengingat 70 persen pembelian motor dilakukan dengan kredit.Dengan demikian, meski penjualan total AHM tetap kuat di atas 3 juta unit, kontribusi motor listrik masih minim dan belum mampu menjadi penggerak utama industri.Baca juga: Nathan, Bocah 3 Tahun Hafal Nama-nama Mobil Viral di Instagram ",26/09/2025,OTOMOTIF
8930,Daftar Harga Lengkap Daihatsu Rocky Facelift,"JAKARTA, KOMPAS.com - PT Astra Daihatsu Motor (ADM) resmi melakukan pembaruan minor pada produk sport utility vehicle (SUV) kompak 5-penumpangnya, Rocky.Pembaruan kosmetik tersebut dilakukan pada seluruh varian, baik dengan mesin 1.0 liter turbo maupun 1.2 liter. Sehingga kendaraan lebih semakin menarik sebagai mobil perkotaan yang relevan.Kini, Rocky dibanderol mulai dari Rp 228,5 juta OTR Jabodetabek. Sementara varian terbawah (varian M) hanya dipasarkan apabila ada pemesanan khusus.Baca juga: Kenali Ciri Alternator Mobil Bermasalah, Jangan Sampai Mogok di JalanKOMPAS.com/Ruly Kurniawan Daihatsu Rocky FaceliftDari sisi tampilan luar, Rocky Facelift kini tampil lebih modern. Gril depan dengan pola honeycomb memberikan kesan sporty yang lebih menonjol.Varian tertinggi, ADS, tampil semakin berani dengan meninggalkan logo oval klasik Daihatsu, sebuah langkah yang menarik perhatian.Ketika memasuki kabin, atmosfer yang dihadirkan terasa cukup signifikan. Interior serba hitam kini menyelimuti ruang, bahkan hingga bagian plafon.Hal ini membuat nuansa Rocky terasa jauh berbeda dibandingkan model sebelumnya yang lebih terang. Sentuhan gelap ini tidak hanya memberikan kesan sporty, tetapi juga menambah aura eksklusif yang sebanding dengan SUV kelas atas.Soal performa berkendara, Rocky Facelift masih mengandalkan mesin 1.2L naturally aspirated dan 1.0L turbo.Baca juga: Sorotan Stop Tot-tot Wuk-wuk, Kapolri Minta Korlantas Lebih HumanisKOMPAS.com/Ruly Kurniawan Daihatsu Rocky FaceliftMeskipun tenaganya tidak mengalami perubahan, distribusi tenaga terasa responsif untuk kebutuhan harian, didukung oleh bobot yang tergolong ringan sehingga tetap lincah di jalan perkotaan.",22/09/2025,OTOMOTIF
8567,"Catat, SPBU Shell yang Masih Jual Bensin Super di Jakarta Hari Ini","JAKARTA, KOMPAS.com - Sejak beberapa waktu terakhir, sejumlah pengguna kendaraan mengeluhkan sulitnya mendapatkan bahan bakar bensin di jaringan SPBU swasta, salah satunya adalah Shell.Kondisi ini seiring dengan menipisnya stok BBM akibat peningkatan permintaan, sementara pemerintah tak menambah impor karena kuota yang diberikan sudah dinaikkan menjadi 110 persen dibandingkan tahun lalu.Sebagai solusi, Menteri Energi dan Sumber Daya Mineral (ESDM) Bahlil Lahadalia menyebut SPBU swasta akan membeli BBM dari Pertamina dengan skema berbasis base fuel, yakni bahan bakar dasar yang belum dicampur.Baca juga: Mengingat Lagi, Ini Jenis-jenis BBM yang Dijual Shell, BP-AKR dan VivoKompas.com/Ridho Danu Prasetyo  Kekosongan stok BBM di SPBU Shell di kawasan Slipi, Palmerah, Jakarta Barat“Tadi Dirjen saya menjelaskan, kalau yang awalnya itu Pertamina mau jual sudah jadi teh. Tapi sekarang mereka bilang jangan teh, air panas saja. Jadi produknya saja nanti dicampur di masing-masing tangki di SPBU masing-masing. Dan ini juga sudah disetujui,” kata dia belum lama ini.Dihubungi terpisah, President Director and Managing Director Mobility Shell Indonesia, Ingrid Siburian, menyampaikan pihaknya terus melakukan koordinasi dengan pemerintah untuk memastikan distribusi BBM dapat berjalan lancar.""Kami terus berkoordinasi dengan para pemangku kepentingan dan pemerintah terkait agar produk BBM jenis bensin dapat tersedia kembali di jaringan SPBU Shell sesegera mungkin sesuai dengan standar keselamatan operasional dan standar BBM berkualitas tinggi dari Shell secara global,"" kepada Kompas.com, belum lama ini.Untuk membantu konsumen, Shell menyediakan layanan pengecekan ketersediaan produk melalui situs resmi di www.shell.co.id/Ketersediaan-BBM. Informasi diperbarui setiap hari, sehingga masyarakat bisa memantau SPBU yang masih menjual bensin.Baca juga: Daftar Harga Lengkap Daihatsu Rocky FaceliftKompas.com/Ridho Danu Prasetyo  Petugas SPBU Shell di kawasan Jalan Kemanggisan Utama, Palmerah, Jakarta Barat berinovasi menjual baju hingga jajanan di tengah kekosongan stok BBMBerdasarkan data per 23 September 2025, berikut daftar SPBU Shell di Jakarta yang masih menyediakan bensin Super:Jakarta BaratJakarta UtaraJakarta SelatanJakarta TimurSementara untuk stok BBM Shell Super wilayah Jawa Barat ialah sebagai berikut;Tangerang",23/09/2025,OTOMOTIF
526,Waspada Risiko Lampu Mengembun Usai Modifikasi Lampu Bi-LED,"JAKARTA, KOMPAS.com – Tren modifikasi lampu Bi-LED makin populer di kalangan pemilik mobil. Dengan lensa proyektor dan bohlam LED yang menggabungkan fungsi lampu dekat dan jauh, pencahayaan jadi lebih terang sekaligus fokus.Namun, di balik tampilannya yang modern, modifikasi ini ternyata punya risiko tersendiri. Salah satunya kemungkinan mengembun yang mengurangi dapat mengurangi fokus lampu.“Kalau lampu sudah dimodifikasi, potensi timbul embun memang ada,” ujar Octavianus, pemilik toko spesialis Projie Bi-LED Meelytz di Jakarta Pusat, kepada Kompas.com belum lama ini.Baca juga: Harga Baterai Mobil Listrik: Wuling Air EV dan Toyota Innova Zenixilhamkarim/kompas.com Ilustrasi modifikasi lampu BI-LED.Menurutnya, dalam pemasangan lampu bi-LED atau proyektor, batok lampu bawaan harus dibongkar dan di-custom. Proses ini sering mengorbankan kekedapan rumah reflektor lampu bawaan pabrikan.“Setiap pabrikan punya kualitas sealant lampu yang berbeda. Begitu dibongkar, kita tidak bisa memastikan kekedapannya masih sama,” ucap Octavianus, yang akrab disapa Amen.“Ketika dipasang kembali, bisa saja ada rongga kecil atau sealant tidak menutup sempurna, sehingga udara di dalam batok terpengaruh suhu luar dan akhirnya menimbulkan embun,” kata dia.Baca juga: Kualitas BBM Indonesia Tertinggal dari Standar InternasionalBeebot Lampu mobil GP Fox Laser dari BEEBOT mengusung teknologi Bi-LEDUntuk mengurangi risiko, teknisi biasanya menambahkan sealant baru saat proses pemasangan. Namun, menurut Amen, hal itu tidak serta-merta menjamin lampu mobil akan benar-benar bebas embun ketika terkena hujan atau suhu dingin.“Di tempat kami ada garansi. Kalau muncul embun, akan kami perbaiki lagi kekedapannya,” ujarnya.Amen menambahkan, jika setelah modifikasi lampu tetap bebas embun setidaknya sampai satu tahun, maka bisa dipastikan kekedapan batok lampu sudah terjamin.Baca juga: Curhat Pemilik Toyota Yaris Cross Hybrid, Irit tapi Pajak MahalRayton Pancaran sinar lampu LEDDengan kata lain, modifikasi lampu bi-LED memang bisa meningkatkan kualitas pencahayaan sekaligus estetika mobil.Tapi, pemilik kendaraan perlu memahami risikonya, termasuk kemungkinan lampu mengembun, sebelum memutuskan untuk melakukan ubahan.",30/09/2025,OTOMOTIF
8347,"Ulasan Pemilik MG HS i-Smart: SUV Turbo, Mewah, tapi Ada Catatan","JAKARTA, KOMPAS.com – Sejak peluncurannya di Indonesia pada tahun 2021, MG HS i-Smart telah mencuri perhatian sebagai salah satu SUV menengah yang mengusung teknologi canggih.Dengan harga OTR Jakarta sebesar Rp 469 juta, kendaraan ini menawarkan berbagai fitur berbasis kecerdasan buatan (AI) yang biasanya hanya tersedia pada mobil dengan harga yang lebih tinggi.Baca juga: Daftar Harga Lengkap Daihatsu Rocky FaceliftKompas.com Review MG HS, SUV dengan banderol Rp 400 juta-anBeberapa pemilik, seperti Samuel dan Mecha Gumilang, berbagi pengalaman mereka setelah menggunakan SUV asal Inggris ini sejak 2022.Samuel mengungkapkan bahwa keputusan untuk membeli MG HS i-Smart bukanlah tanpa pertimbangan.Sebelum memutuskan, ia melakukan riset mendalam untuk menemukan mobil yang sesuai kebutuhan. “Waktu itu saya cari mobil dengan mesin turbo tetapi tidak terlalu besar. Harus canggih, up to date dengan teknologi kekinian, dan secara keseluruhan berkelas. Akhirnya saya pilih HS i-Smart,” ujarnya kepada Kompas.com,  Minggu (21/9/2025).Ia menilai bahwa performa mesin 1.500 cc turbo yang menawarkan tenaga 162 PS dan torsi 250 Nm sangat memuaskan, terutama untuk perjalanan jarak jauh.Konsumsi bahan bakarnya juga relatif efisien untuk kelas SUV turbo, dengan angka sekitar 1:12 hingga 1:14 km per liter saat berkendara santai.Namun, Samuel juga mencatat bahwa kendaraan ini kurang efisien untuk penggunaan harian di tengah kemacetan.Baca juga: Cara Deteksi Dini Kerusakan Alternator Mobil Sebelum Biaya MembengkakKOMPAS.com/Ruly Kurniawan Mecha, pemilik MG HS i-SmartSatu catatan dari Samuel adalah radius putar mobil yang cukup lebar, yang menyulitkan saat melakukan parkir di area terbatas. “Kalau di mall atau rumah sakit yang parkirannya sempit, saya agak deg-degan. Putar balik juga kadang harus ambil jauh,” tuturnya.Mecha, yang juga menggunakan MG HS i-Smart, lebih menyoroti aspek kenyamanan dan kecanggihan fitur yang ditawarkan. “Saya suka karena bisa connect dengan ponsel. Jadi manasin mobil bisa dari kamar, AC bisa nyala dari jauh. Layarnya juga besar,” ungkapnya.Ia merasakan kenyamanan di kabin yang kedap suara, bahkan saat hujan deras, dan merasa bahwa interior mobil memberikan kesan mewah dengan tambahan panoramic sunroof dan sistem audio yang dapat disesuaikan. “Kalau pulang ke kampung, rasanya kaya saudagar. Bagasi belakang juga lega, jadi makin nyaman untuk perjalanan jauh,” ujarnya sambil tersenyum.Samuel dan Mecha juga mengapresiasi fitur MG Pilot yang mencakup Adaptive Cruise Control dan Lane Keep Assist. “Fitur ini bikin mobil bisa jalan sendiri mengikuti kendaraan di depan. Pada tahun segitu, fitur ini sangat mewah ditambah interior yang berwarna merah seperti sportscar,” kata Samuel.Baca juga: Harga Mobil Bekas Daihatsu Ayla Tahun Muda, mulai Rp 90 JutaanMG MG HS resmi mengaspal di IndonesiaDari sisi perawatan, baik Samuel maupun Mecha mengaku tidak menghadapi masalah berarti.Servis kendaraan masih dalam masa garansi dan tidak ada kendala dengan stok komponen.Meski begitu, mereka mencatat bahwa harga spare part tergolong mahal dibandingkan merek yang sudah lebih lama beroperasi di Indonesia. “Kemarin saya servis enggak pakai inden, cepat kok. Cuma memang harus siap bujet lebih karena katanya spare part cukup mahal,” ujar Mecha.",23/09/2025,OTOMOTIF
848,"Beda Lampu Bi-LED Pabrikan dan Aftermarket, Mana yang Lebih Baik?","JAKARTA, KOMPAS.com – Belakangan ini banyak pemilik mobil yang mengganti lampu bawaan pabrik dengan lampu Bi-LED aftermarket. Alasannya sederhana, ingin tampilan lebih modern dan cahaya yang lebih terang.Kendati demikian, lampu Bi-LED pabrikan dan aftermarket punya karakter yang cukup berbeda.Rico, pemilik Shine Auto yang berlokasi di MGK Kemayoran, Jakarta Pusat, menjelaskan, lampu Bi-LED merupakan lampu proyektor berbasis LED dengan dua fungsi dalam satu unit, yakni low beam dan high beam.“Beberapa mobil sekarang sudah pakai Bi-LED dari pabriknya, contohnya Toyota Fortuner VRZ dan Mistubishi Pajero Sport,” kata Rico, kepada Kompas.com, Selasa (30/9/2025).Baca juga: Marc Marquez: Dari Rintangan Menuju Kejayaan di MotoGP 2025Namun, menurut Rico, perbedaan paling mencolok ada pada daya (watt) dan intensitas cahaya yang dihasilkan.“Projector Bi-LED aftermarket sekarang watt-nya lebih besar dari Bi-LED OEM. Hasilnya sinar jauh lebih terang,” kata Rico.Watt Bi-LED bawaan pabrikan (OEM) umumnya tidak lebih dari 30 watt. Sedangkan aftermarket bisa mencapai 55 hingga 100 watt.shine auto  lampu aftermarket shine auto""Dari sisi pencahayaan, jelas aftermarket terlihat lebih unggul, cahaya lebih padat, fokus, garis cut-off rapi, dan tidak menyilaukan pengendara lawan arah jika dipasang dengan benar,"" kata Rico.Tapi, Rico mengingatkan bahwa watt besar bukan berarti lebih baik. Pasalnya, semakin besar watt, maka panas yang dihasilkan juga makin tinggi.Baca juga: Bahas Ubahan di Mitsubishi New Pajero Sport""Ini bisa bikin projector cepat rusak atau tidak awet. Makanya pabrikan selalu pakai watt kecil, tujuannya biar tahan lama,” kata Rico.Jadi, bagi pemilik kendaraan yang berencana mengganti lampu standar dengan Bi-LED aftermarket, pastikan tidak asal pilih watt tinggi.Sesuaikan dengan kebutuhan, kondisi reflektor, dan pastikan pemasangan dilakukan dengan benar agar hasilnya maksimal tanpa mengganggu pengendara lain.",30/09/2025,OTOMOTIF
6009,Motor Listrik China Tak Ganggu Penjualan Motor Konvensional,"TANGERANG, KOMPAS.com - Kondisi pasar kendaraan roda dua atau motor saat ini didominasi oleh produsen motor dari China.Mereka menawarkan harga miring, belasan juta Rupiah, dengan keunggulan dari segi performa.Melihat harganya yang cukup kompetitif, apakah hadirnya motor listrik dari China akan mengganggu penjualan motor di Indonesia?Baca juga: Motor Listrik asal Surabaya Invasi IMOS 2025Foto: KOMPAS.com/Dio Dananjaya Test ride motor listrik Wedison EdPower di GIIAS 2025.Ketua Umum Asosiasi Industri Sepeda Motor Indonesia (AISI), Johannes Loman, menegaskan bahwa motor listrik asal China dengan harga belasan juta Rupiah tidak akan mengganggu pasar motor konvensional.Menurutnya, kedua segmen justru bisa saling melengkapi.“Saya kira tetap akan mengisi pasar,” kata Loman saat ditemui di ICE BSD, Rabu (24/9/2025).Loman menambahkan bahwa tren penjualan motor listrik masih stabil tanpa lonjakan besar. “Kalau kita lihat penjualan tahun lalu dan tahun ini kurang lebih sama ya. Sehingga saya kira sama-sama saling mengisi lah,” ujarnya.Baca juga: Imbas Macet, GT Kuningan 1, GT Semanggi 1, dan 2 Dibuka Hari IniData AISI mencatat, penjualan domestik motor pada Januari–Agustus 2025 mencapai 4.269.718 unit.Angka ini turun sekitar 1,7 persen dibanding periode yang sama tahun lalu, yang membukukan 4.343.781 unit.Meski turun secara kumulatif, pasar menunjukkan sinyal perbaikan.Pada Agustus 2025, penjualan motor domestik tercatat 578.041 unit atau naik 0,7 persen dibanding Agustus 2024.AISI masih menargetkan total penjualan motor tahun ini bisa mencapai 6,4 juta hingga 6,7 juta unit, naik tipis dari realisasi 2024 sebesar 6,33 juta unit.Untuk mencapainya, penjualan di sisa tahun perlu digenjot lebih tinggi.Dengan kondisi tersebut, Loman menegaskan bahwa pasar motor di Indonesia masih terbuka luas.Baik motor listrik maupun konvensional dinilai dapat tumbuh berdampingan sesuai kebutuhan masyarakat.Baca juga: Belajar dari Kasus Chery Tiggo 8 CSH Mogok, Jangan Sampai Habis Bensin ",25/09/2025,OTOMOTIF
3189,"Harga Tiket IMOS 2025 di Hari Terakhir, Bisa Lihat Motor Baru"," TANGERANG, KOMPAS.com – Pameran Indonesia Motorcycle Show (IMOS) 2025 memasuki hari terakhir pada Minggu (28/9/2025). Bagi yang ingin datang, tiket masuk masih bisa dibeli secara online maupun langsung di lokasi.Untuk pembelian daring melalui aplikasi Auto360, tiket weekend dipatok Rp 40.000 per orang. Sementara pembelian langsung di lokasi lebih mahal, yakni Rp 50.000 per orang.Ada catatan khusus, bagi pengunjung anak di bawah 7 tahun dan lansia di atas 65 tahun bisa masuk pameran secara gratis.Baca juga:  Ratusan Komunitas Padati Honda Colture Indonesia Vol.2 di PadangKOMPAS.com/DIO DANANJAYA Ilustrasi pameran IMOS 2025IMOS 2025 jadi ajang merek motor di Indonesia pamerkan produk barunya. Misal seperti Suzuki yang memperkenalkan Access 125, motor bergaya klasik dengan harga Rp 25 jutaan.Lalu ada merek baru dari China yakni Zontes dengan lini produk skutik bongsor premium. Yamaha juga memperkenalkan XMAX baru dengan fitur windshield elektrik dan pembaruan di sisi klaster instrumen. Baca juga: Menjajal Alva N3 di IMOS 2025, Ringan dan Responsif untuk HarianBiasanya animo pengunjung meningkat di hari terakhir. Makanya pembelian tiket online disarankan agar lebih hemat dan menghindari antrean panjang di pintu masuk.IMOS 2025 mulai dibuka pukul 10.00 WIB dan tutup di 21.00 WIB. Tersedia tempat parkir di area outdoor hall 10 atau basement lewat Hall 8 ICE BSD.",28/09/2025,OTOMOTIF
3114,Cek Promo dan Diskon Hari Terakhir IMOS 2025,"TANGERANG, KOMPAS.com – Ajang Indonesia Motorcycle Show (IMOS) 2025 yang berlangsung pada 24–28 September 2025 memasuki akhir pekan pameran, Minggu (28/9/2025).Memasuki hari terakhir, gelaran otomotif roda dua terbesar di Indonesia ini tidak hanya menampilkan deretan inovasi terbaru dari berbagai merek, tetapi juga menawarkan ragam promo eksklusif dan hiburan spesial untuk pengunjung.Baca juga:  Ratusan Komunitas Padati Honda Colture Indonesia Vol.2 di PadangPanggung hiburan IMOS 2025 akhir pekan ini turut dimeriahkan penampilan sejumlah artis ternama. Mulai dari Ndarboy, Kristian Hansen, hingga The Changcuters yang siap menghibur pengunjung di tengah ramainya pameran.Foto: IMOS Promo hari terakhir IMOS 2025 Abiyoso Wietono, Project Director IMOS 2025, menyebutkan bahwa tahun ini para peserta hadir ""habis-habisan"" alias lebih maksimal.“Antusiasme yang ditunjukkan para peserta tahun ini sungguh luar biasa. Mereka tidak hanya hadir dengan inovasi terbaru, tetapi juga menghadirkan berbagai program menarik dan promo spesial khusus para pengunjung IMOS 2025,” kata Abiyoso dalam keterangan resmi, Minggu (28/9/2025).Berbagai promo istimewa disiapkan oleh peserta pameran. Honda memberikan potongan harga hingga Rp 700.000, Suzuki menyiapkan merchandise eksklusif, sementara TVS menghadirkan diskon sampai 30 persen.Baca juga: Diskon Motor Bebek di IMOS 2025 Tembus Rp 4 JutaFoto: IMOS Promo hari terakhir IMOS 2025 Yamaha menawarkan hadiah spesial, Alva memberikan potongan harga hingga 50 persen, dan Italjet menyiapkan cashback hingga Rp 3 juta.Promo besar juga hadir dari Polytron dengan diskon 20 persen, serta QJ Motor yang memberikan free helmet untuk setiap pembelian unit.Tak kalah menarik, Royal Enfield menghadirkan cashback hingga Rp15 juta, Scomadi menawarkan voucher sampai Rp 8 juta, sedangkan WMoto dan Zontes menyiapkan promo eksklusif bagi pengunjung.Ada pula NUV dengan diskon hingga Rp 3,5 juta, serta Kupprum yang menghadirkan program lelang produk khusus sepanjang pameran.Baca juga: Diskon Motor Bebek di IMOS 2025 Tembus Rp 4 JutaDok. AHM Booth Honda di IMOS 2025Industri pendukung juga ikut meramaikan penawaran spesial. Bellisimo, Deride, Desound, GIVI, JPX Helmet, dan Respiro memberikan diskon hingga 50 persen.Ban FDR menawarkan potongan hingga 25 persen, sementara Insta360 Think Bold memberikan diskon sampai Rp 1 juta.Promo tambahan datang dari Repsol dan Shijiro dengan potongan hingga 10 persen. SMK Helmets bersama Studds menawarkan diskon sampai 30 persen.Kemudian aki Yuasa menghadirkan diskon hingga 12 persen, IRC membagikan souvenir eksklusif, dan Shad meluncurkan promo flash sale sampai 30 persen.",28/09/2025,OTOMOTIF
3566,"Gratis, Kendaraan Niaga Harus Lakukan Uji KIR 6 Bulan Sekali","JAKARTA, KOMPAS.com - Cuplikan video mobil double cabin atau kabin ganda milik komedian Sule yang ditilang petugas Dinas Perhubungan (Dishub) Jakarta kini sedang viral. Kejadian yang berlokasi di Jalan Veteran, Pesanggrahan, Jakarta Selatan, Kamis (25/9/2025) pagi itu bermula lantaran masa aktif dokumen uji kelayakan kendaraan (KIR) miliknya sudah habis. Peristiwa ini terekam kamera dan diunggah ke TikTok milik akun @qinoy_81. Dalam video yang beredar, Sule terlihat mendatangi petugas Dishub. Pada video tersebut Sule mempersilahkan petugas untuk langsung menilang mobilnya.“Anggota memberi kesempatan untuk mencari buku uji berkala, namun beliau tidak dapat menunjukkan STUK, selanjutnya beliau minta ditilang,” kata Kepala Sudinhub Jakarta Selatan, Bernard Pasaribu dikutip dari Kompas.com, Sabtu (27/9/2025). Baca juga: Intip Deretan Perlengkapan Berkendara di IMOS 2025Secara spesifikasi, mobil Sule merupakan kategori kendaraan pengangkut barang atau niaga, yang dokumen kelayakannya  (KIR) harus diperbarui setiap enam bulan sekali.Sementara itu, uji KIR merupakan proses yang penting dilakukan oleh kendaraan niaga. Proses ini berkaitan erat dengan keamanan operasional kendaraan. Hanya saja, saat ini masih banyak kendaraan niaga yang beredar di Indonesia tidak melakukan uji KIR. Padahal prosesnya tak begitu sulit.Baca juga: 6 Jenis Marka Jalan Tol yang Harus Dikenali PengemudiAgus Sugiharto, Kepala Satuan Sarana dan Prasarana UP PKB Pulogadung mengatakan, proses uji KIR tidak memakan waktu yang lama bahkan tidak dipungut biaya.""Sejak Januari 2024 sudah tidak dipungut retribusi atau gratis. Prosesnya juga mudah karena sekarang sistemnya sudah online. Semuanya harus booking atau daftar antrean ke e-Kir baik itu kendaraan baru atau yang ingin uji KIR berkala,"" katanya kepada Kompas.com beberapa waktu lalu.Perpanjangan KIR kendaraan umumnya tidak lagi berbiaya retribusi sejak Undang-Undang Nomor 1 Tahun 2022, sehingga uji KIR menjadi gratis di berbagai daerah di Indonesia, termasuk di Jakarta dan beberapa kota lainnya per awal 2024.Sementara itu, berdasarkan buku panduan dari UP BKP Pulogadung menyebutkan, untuk perpanjangan masa berlaku uji berkala kendaraan harus sesuai dengan domisili kendaraan. Pendaftaran dilakukan selambat-lambatnya 30 hari sebelum habis masa uji berkala. Pedaftaran bisa dilakukan secara online lewat aplikasi eKIR, atau bisa datang langsung ke Unit Pelaksana Pengujian (UPT). ",27/09/2025,OTOMOTIF
5549,Gerbang Tol Dalam Kota yang Ditutup Hari Ini sampai 10 Oktober 2025," JAKARTA, KOMPAS.com - Sejumlah gerbang Tol Dalam Kota Jakarta ditutup sementara sejak 24 September hingga 10 Oktober 2025.Penutupan ini dilakukan guna mendukung perbaikan fasilitas, yang berimbas pada kepadatan lalu lintas.Berdasarkan unggahan akun x @TMCPoldaMetro, Direktorat Lalu Lintas Polda Metro Jaya menyampaikan jadwal penutupan beberapa gerbang Tol Dalam Kota Jakarta.Adapun jadwal dan daftar gerbang tol Jakarta yang ditutup sementara yaitu:Baca juga: Tips Merawat Suzuki Ertiga Matik Agar Transmisi Awet dan Halus- Penutupan total: 24–25 September 2025- Penutupan parsial (1 lajur): 26 September – 6 Oktober 2025- Penutupan total: 24 September – 4 Oktober 2025- Penutupan parsial (1 lajur): 24 September – 10 Oktober 2025- Penutupan parsial (1 lajur): 24–30 September 2025Baca juga: Simak Teknologi Super Hybrid Chery Tiggo 8 CSHDirektorat Lalu Lintas Polda Metro Jaya menerapkan sistem buka tutup di GT Semanggi 1 dan GT Semanggi 2 untuk mengurangi kemacetan di sekitar Jalan Gatot Subroto. ""Hari ini pengaturannya, sistem buka tutup di GT Semanggi 1. Kalau antrean sudah panjang, nanti kita alihkan ke GT Semanggi 2,"" ujar Dirlantas Polda Metro Jaya Kombes Komarudin, dikutip dari Kompas.com, Kamis (25/9/2025).Ia menambahkan, sebagian gardu tol di GT Semanggi 2 juga masih dalam tahap perbaikan sehingga belum bisa beroperasi penuh.""Nanti kalau (GT) Semanggi 2 juga penuh, kami alihkan lagi ke GT Kuningan 2. Biar enggak menumpuk,"" kata Komarudin.Baca juga: Kijang Kotak 1983 Disulap Jadi Campervan, Unik dan TangguhPenutupan sejumlah gerbang tol di Jakarta berimbas pada kemacetan parah di daerah Ibu Kota.Senior Manager Representative Office 2 Jasamarga Metropolitan Tollroad (JMT), Ginanjar Bekti R., menyampaikan, kemacetan terjadi diduga diakibatkan dari penutupan parsial beberapa gerbang tol di Ruas Tol Cawang-Tomang-Pluit.Menurut dia, hal itu dilakukan guna mempercepat perbaikan pada gerbang tol yang sebelumnya mengalami kerusakan akibat aksi unjuk rasa.""Jasa Marga memohon maaf atas ketidaknyamanan yang terjadi selama pekerjaan perbaikan berlangsung,"" ucap Ginanjar dalam keterangan resminya.",25/09/2025,OTOMOTIF
2820,Marc Marquez Mengaku Takut Saat Lihat Motor Bagnaia Berasap,"MOTEGI, KOMPAS.com - Pebalap Ducati Marc Márquez mengakui dirinya sempat merasa takut ketika melihat motor Ducati milik Francesco Bagnaia mengeluarkan asap, saat balapan MotoGP Jepang, Minggu (28/9/2025).Meski begitu, Márquez tetap berhasil finis di posisi kedua di Sirkuit Twin Ring Motegi. Hasil ini cukup untuk mengunci gelar juara dunia MotoGP 2025—gelar ketujuhnya di kelas premier dan kesembilan secara keseluruhan.Meski titel sudah hampir pasti didapat, saat jalannya balapan tetap membuat Márquez khawatir. Motor Bagnaia sempat mengeluarkan asap, meskipun ternyata asap tersebut tidak membuat motornya melambat.Baca juga: Daftar Juara Dunia MotoGP: dari Les Graham hingga Marc MarquezMarquez, yang berada tepat di belakangnya, sempat ketakutan.“Saya melihat asap dari motor Pecco. Saya takut, karena pembalap pertama di belakangnya adalah saya. Jika ada yang terjatuh karena oli, pasti saya yang lebih dulu jatuh,” kata Márquez, seperti dikutip Crash.net, Minggu (28/9/2025).crash.net Marc Marquez juara dunia MotoGP 2025Untungnya, insiden itu tidak berujung kecelakaan. Bagnaia tetap menjadi pemenang, sementara Márquez aman finis kedua di depan Joan Mir mengamankan posisi tiga.Seandainya Marquez terjatuh akibat masalah pada motor Bagnaia, dan Bagnaia sendiri gagal finis, Alex Marquez akan naik ke posisi keempat.Skenario itu akan menunda perayaan gelar dunia Marc Marquez ke seri berikutnya, di MotoGP Indonesia.Márquez akhirnya mengamankan gelar setelah satu-satunya rival tersisa, adiknya sendiri Alex Márquez, hanya mampu finis keenam. Hasil ini membuat Márquez tak terkejar di klasemen, meski musim masih menyisakan beberapa seri lagi.Keberhasilan ini juga menjadi titik balik karier setelah masa suram akibat cedera panjang, serta keputusan besar meninggalkan Honda untuk Ducati pada akhir 2023.",28/09/2025,OTOMOTIF
